Site,Part Number,Revenue_GBP,Units,Customer_Count,Internal_Revenue_GBP,External_Revenue_GBP,Internal_Units,External_Units,Internal_Customer_Count,External_Customer_Count,Onhand_Qty,Cost_Allocated_USD,Revenue_USD,Margin_USD
R401,36719,32.08,28.0,6,0.0,32.08,0.0,28.0,0,6,0.0,7.65,,
R401,36722,1.4,1.0,1,0.0,1.4,0.0,1.0,0,1,0.0,0.0,,
R401,36723,18.96,12.0,2,0.0,18.96,0.0,12.0,0,2,0.0,0.0,,
R401,36724,46.69,39.0,6,0.0,46.69,0.0,39.0,0,6,0.0,7.65,,
R401,36725,6.76,4.0,1,0.0,6.76,0.0,4.0,0,1,0.0,0.0,,
R401,36726,0.54,2.0,1,0.0,0.54,0.0,2.0,0,1,0.0,0.0,,
R401,36727,33.17,23.0,2,0.0,33.17,0.0,23.0,0,2,0.0,0.0,,
R401,36739,18.0,15.0,4,0.0,18.0,0.0,15.0,0,4,0.0,7.73,,
R401,36743,2.94,2.0,1,0.0,2.94,0.0,2.0,0,1,0.0,0.0,,
R401,367452110,0.0,2.0,1,0.0,0.0,0.0,2.0,0,1,0.0,0.0,,
R401,367452112,0.0,2.0,1,0.0,0.0,0.0,2.0,0,1,0.0,0.0,,
R401,36778,23.1,6.0,1,0.0,23.1,0.0,6.0,0,1,0.0,0.0,,
R401,36785,17.04,6.0,1,0.0,17.04,0.0,6.0,0,1,0.0,0.0,,
R401,36791,85.44,21.0,4,0.0,85.44,0.0,21.0,0,4,0.0,44.43,,
R401,36792,106.42,24.0,6,0.0,106.42,0.0,24.0,0,6,0.0,29.43,,
R401,36795,207.59,45.0,4,0.0,207.59,0.0,45.0,0,4,0.0,58.69,,
R401,372A1159P013,112.89,9.0,1,0.0,112.89,0.0,9.0,0,1,0.0,0.0,,
R401,38-18607-2004-3,2827.0,2.0,1,0.0,2827.0,0.0,2.0,0,1,0.0,0.0,,
R401,384126007,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,38530,30.0,20.0,1,0.0,30.0,0.0,20.0,0,1,0.0,0.0,,
R401,3900/2772/2,54.74,2.0,1,0.0,54.74,0.0,2.0,0,1,0.0,0.0,,
R401,3900/2780/3,564.84,9.0,1,0.0,564.84,0.0,9.0,0,1,0.0,0.0,,
R401,3900/3772/1,239.94,62.0,1,0.0,239.94,0.0,62.0,0,1,0.0,0.0,,
R401,3900/4207/4,2468.55,70.0,1,0.0,2468.55,0.0,70.0,0,1,0.0,0.0,,
R401,3900/6100/2,13022.1,140.0,1,0.0,13022.1,0.0,140.0,0,1,0.0,0.0,,
R401,3902/1247/1,221.01,1.0,1,0.0,221.01,0.0,1.0,0,1,0.0,0.0,,
R401,3902/1260/1,439.0,1.0,1,0.0,439.0,0.0,1.0,0,1,0.0,0.0,,
R401,3910/0370/1,26155.06,4.0,2,0.0,26155.06,0.0,4.0,0,2,0.0,13355.61,,
R401,3910/0374/1,12610.4,2.0,1,0.0,12610.4,0.0,2.0,0,1,0.0,0.0,,
R401,39207,45.61,1.0,1,0.0,45.61,0.0,1.0,0,1,0.0,45.61,,
R401,39212,54.21,1.0,1,0.0,54.21,0.0,1.0,0,1,0.0,54.21,,
R401,3933/0090/3,29.3,2.0,1,0.0,29.3,0.0,2.0,0,1,0.0,0.0,,
R401,3933/0090/5,20.88,2.0,1,0.0,20.88,0.0,2.0,0,1,0.0,0.0,,
R401,3933/0405/1,24.32,2.0,1,0.0,24.32,0.0,2.0,0,1,0.0,0.0,,
R401,3933/0405/2,28.46,2.0,1,0.0,28.46,0.0,2.0,0,1,0.0,0.0,,
R401,3933/0405/3,12.16,1.0,1,0.0,12.16,0.0,1.0,0,1,0.0,0.0,,
R401,3933/0405/4,11.33,1.0,1,0.0,11.33,0.0,1.0,0,1,0.0,0.0,,
R401,3933/0481/1,37.38,2.0,1,0.0,37.38,0.0,2.0,0,1,0.0,0.0,,
R401,3933/0481/2,25.46,2.0,1,0.0,25.46,0.0,2.0,0,1,0.0,0.0,,
R401,3935/0999/13,436.5,50.0,1,0.0,436.5,0.0,50.0,0,1,0.0,0.0,,
R401,3935/0999/14,26.19,3.0,1,0.0,26.19,0.0,3.0,0,1,0.0,0.0,,
R401,3935/0999/15,59.64,3.0,1,0.0,59.64,0.0,3.0,0,1,0.0,0.0,,
R401,3935/0999/16,79.52,4.0,1,0.0,79.52,0.0,4.0,0,1,0.0,0.0,,
R401,3935/0999/17,83.56,4.0,1,0.0,83.56,0.0,4.0,0,1,0.0,0.0,,
R401,39416,16.82,1.0,1,0.0,16.82,0.0,1.0,0,1,1.0,16.82,,
R401,39422,120.15,5.0,1,0.0,120.15,0.0,5.0,0,1,0.0,0.0,,
R401,39426,224.91,2.0,2,0.0,224.91,0.0,2.0,0,2,2.0,0.0,,
R401,39432,48.3,1.0,1,0.0,48.3,0.0,1.0,0,1,0.0,48.3,,
R401,3944/1511/1,2696.6,1.0,1,0.0,2696.6,0.0,1.0,0,1,0.0,2623.53,,
R401,3944/1568/1,239.43,1.0,1,0.0,239.43,0.0,1.0,0,1,0.0,225.23,,
R401,3944/1568/2,272.0,1.0,1,0.0,272.0,0.0,1.0,0,1,0.0,255.87,,
R401,3944/1568/26,505.01,2.0,1,0.0,505.01,0.0,2.0,0,1,0.0,419.47,,
R401,3944/1568/3,246.07,1.0,1,0.0,246.07,0.0,1.0,0,1,0.0,231.48,,
R401,3944/1568/5,360.08,1.0,1,0.0,360.08,0.0,1.0,0,1,0.0,338.72,,
R401,3944/1568/6,246.07,1.0,1,0.0,246.07,0.0,1.0,0,1,0.0,231.48,,
R401,3944/1568/7,380.04,1.0,1,0.0,380.04,0.0,1.0,0,1,0.0,357.5,,
R401,3944/1568/9,266.02,1.0,1,0.0,266.02,0.0,1.0,0,1,0.0,250.24,,
R401,39609,94.95,1.0,1,0.0,94.95,0.0,1.0,0,1,0.0,0.0,,
R401,39704,39.24,2.0,1,0.0,39.24,0.0,2.0,0,1,0.0,0.0,,
R401,399990001-3,119.46,61.0,4,0.0,119.46,0.0,61.0,0,4,0.0,65.89,,
R401,41318,221.96,36.0,2,0.0,221.96,0.0,36.0,0,2,0.0,0.0,,
R401,45102,5.32,2.0,2,0.0,5.32,0.0,2.0,0,2,13.0,0.0,,
R401,49228,362.2,4.0,1,0.0,362.2,0.0,4.0,0,1,0.0,362.2,,
R401,49619,53.75,1.0,1,0.0,53.75,0.0,1.0,0,1,0.0,0.0,,
R401,50050HA6,398.75,25.0,1,0.0,398.75,0.0,25.0,0,1,0.0,0.0,,
R401,50051HA5,124.32,16.0,1,0.0,124.32,0.0,16.0,0,1,0.0,0.0,,
R401,50052HA3,100.0,16.0,1,0.0,100.0,0.0,16.0,0,1,0.0,0.0,,
R401,500706,81.46,244.0,1,81.46,0.0,244.0,0.0,1,0,352.0,0.0,,
R401,500707,2646.22,491.0,3,1763.8,882.42,370.0,121.0,1,2,154.0,196.0,,
R401,500727,118.96,4.0,1,0.0,118.96,0.0,4.0,0,1,0.0,118.96,,
R401,500865,365.5,50.0,1,0.0,365.5,0.0,50.0,0,1,62.0,0.0,,
R401,500930,15.54,7.0,1,0.0,15.54,0.0,7.0,0,1,37.0,0.0,,
R401,503803,62.1,1.0,1,0.0,62.1,0.0,1.0,0,1,80.0,0.0,,
R401,503805,129.76,16.0,1,0.0,129.76,0.0,16.0,0,1,169.0,0.0,,
R401,505706,0.0,0.0,1,0.0,0.0,0.0,0.0,0,1,0.0,0.0,,
R401,505728,0.0,2.0,1,0.0,0.0,0.0,2.0,0,1,0.0,0.0,,
R401,506814,84.02,61.0,8,0.0,84.02,0.0,61.0,0,8,0.0,11.83,,
R401,506818,100.7,59.0,8,0.0,100.7,0.0,59.0,0,8,0.0,74.35,,
R401,506844,211.92,97.0,8,3.26,208.66,2.0,95.0,1,7,0.0,20.28,,
R401,506846,82.06,26.0,1,0.0,82.06,0.0,26.0,0,1,0.0,2.9,,
R401,506849,99.7,26.0,1,0.0,99.7,0.0,26.0,0,1,0.0,7.76,,
R401,506852,122.25,39.0,1,0.0,122.25,0.0,39.0,0,1,0.0,4.34,,
R401,506853,23.7,26.0,1,0.0,23.7,0.0,26.0,0,1,0.0,2.9,,
R401,506856,20.48,26.0,1,0.0,20.48,0.0,26.0,0,1,0.0,2.9,,
R401,506857,127.98,59.0,4,0.0,127.98,0.0,59.0,0,4,0.0,13.87,,
R401,506859,28.02,26.0,1,0.0,28.02,0.0,26.0,0,1,0.0,2.9,,
R401,506861,35.28,26.0,1,0.0,35.28,0.0,26.0,0,1,0.0,2.9,,
R401,506872,0.54,1.0,1,0.0,0.54,0.0,1.0,0,1,0.0,0.0,,
R401,506874,120.19,75.0,7,0.0,120.19,0.0,75.0,0,7,0.0,77.38,,
R401,506875,29.41,16.0,4,0.0,29.41,0.0,16.0,0,4,0.0,25.2,,
R401,506880,41.33,30.0,3,0.0,41.33,0.0,30.0,0,3,0.0,0.0,,
R401,507035,55.28,8.0,1,0.0,55.28,0.0,8.0,0,1,0.0,0.0,,
R401,507052/000,9.12,8.0,1,0.0,9.12,0.0,8.0,0,1,0.0,0.0,,
R401,508707,316.8,48.0,1,0.0,316.8,0.0,48.0,0,1,0.0,0.0,,
R401,509956,351.0,104.0,1,0.0,351.0,0.0,104.0,0,1,0.0,0.0,,
R401,5104081,84.6,4.0,1,0.0,84.6,0.0,4.0,0,1,0.0,19.28,,
R401,53101,217.58,12.0,2,71.16,146.42,4.0,8.0,1,1,9.0,0.0,,
R401,53103,16.6,1.0,1,0.0,16.6,0.0,1.0,0,1,0.0,0.0,,
R401,64/02001006/12,95.79,20.0,7,0.0,95.79,0.0,20.0,0,7,190.0,0.0,,
R401,64/02001006/16,8.91,3.0,1,0.0,8.91,0.0,3.0,0,1,0.0,0.0,,
R401,64/02001006/19,11.4,6.0,2,0.0,11.4,0.0,6.0,0,2,154.0,0.0,,
R401,64/03019001/1,112775.77,18.0,5,0.0,112775.77,0.0,18.0,0,5,0.0,12742.39,,
R401,64/03019001/2,74508.7,18.0,6,0.0,74508.7,0.0,18.0,0,6,2.0,4415.27,,
R401,64/03019016/3,964.95,6.0,3,0.0,964.95,0.0,6.0,0,3,0.0,0.0,,
R401,64/03019017/3,587.76,2.0,1,0.0,587.76,0.0,2.0,0,1,0.0,0.0,,
R401,64/03019035/1,1974.6,14.0,4,795.12,1179.48,6.0,8.0,1,3,0.0,261.73,,
R401,64/04001033/3,8552.1,10.0,3,0.0,8552.1,0.0,10.0,0,3,0.0,0.0,,
R401,64/04001038/1,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,3.0,0.0,,
R401,64/04001041/9,900.75,5.0,1,0.0,900.75,0.0,5.0,0,1,0.0,0.0,,
R401,64/04001150/1,3634.12,6.0,2,0.0,3634.12,0.0,6.0,0,2,0.0,4024.63,,
R401,64/04004015/7,35982.18,30.0,8,0.0,35982.18,0.0,30.0,0,8,0.0,9603.61,,
R401,64/04004036/2,19615.98,1.0,1,0.0,19615.98,0.0,1.0,0,1,0.0,0.0,,
R401,64/04005043/1,7207.47,2.0,2,0.0,7207.47,0.0,2.0,0,2,0.0,0.0,,
R401,64/04007003/1,90.24,4.0,1,0.0,90.24,0.0,4.0,0,1,0.0,0.0,,
R401,64/04015014/2,4230.01,6.0,3,0.0,4230.01,0.0,6.0,0,3,0.0,4037.21,,
R401,64/05002026/1,5777.14,11.0,4,0.0,5777.14,0.0,11.0,0,4,0.0,0.0,,
R401,64/05002028/22,390.52,11.0,3,0.0,390.52,0.0,11.0,0,3,0.0,286.31,,
R401,64/05002028/3,129.33,1.0,1,0.0,129.33,0.0,1.0,0,1,0.0,0.0,,
R401,64/05002028/33,561.89,1.0,1,0.0,561.89,0.0,1.0,0,1,0.0,561.89,,
R401,64/05002028/36,0.0,2.0,1,0.0,0.0,0.0,2.0,0,1,0.0,0.0,,
R401,64/05002028/38,192.84,1.0,1,0.0,192.84,0.0,1.0,0,1,0.0,0.0,,
R401,64/05002117/21,4159.44,13.0,2,0.0,4159.44,0.0,13.0,0,2,0.0,4458.6,,
R401,64/05002117/33,3685.76,11.0,2,0.0,3685.76,0.0,11.0,0,2,0.0,2822.55,,
R401,64/05002117/37,1339.7,10.0,1,0.0,1339.7,0.0,10.0,0,1,0.0,1426.54,,
R401,64/05002119/10,0.0,2.0,1,0.0,0.0,0.0,2.0,0,1,0.0,0.0,,
R401,64/05002119/8,20909.0,50.0,1,0.0,20909.0,0.0,50.0,0,1,0.0,20926.93,,
R401,64/05010032/4,8615.23,1.0,1,0.0,8615.23,0.0,1.0,0,1,0.0,0.0,,
R401,64/05010038/4,4591.69,1.0,1,0.0,4591.69,0.0,1.0,0,1,0.0,0.0,,
R401,64/05010050/1,2444.73,1.0,1,0.0,2444.73,0.0,1.0,0,1,0.0,0.0,,
R401,64/05010068/2,39124.49,2.0,1,0.0,39124.49,0.0,2.0,0,1,0.0,0.0,,
R401,64/05010071/10,2109.86,1.0,1,0.0,2109.86,0.0,1.0,0,1,0.0,2111.67,,
R401,64/05010085/9,5463.49,1.0,1,0.0,5463.49,0.0,1.0,0,1,0.0,5468.17,,
R401,64/05011021/26,6067.2,10.0,1,0.0,6067.2,0.0,10.0,0,1,0.0,0.0,,
R401,64/05011021/27,10605.9,25.0,1,0.0,10605.9,0.0,25.0,0,1,0.0,0.0,,
R401,64/05011021/31,0.0,4.0,1,0.0,0.0,0.0,4.0,0,1,3.0,0.0,,
R401,64/05011021/6,4308.09,8.0,1,0.0,4308.09,0.0,8.0,0,1,0.0,0.0,,
R401,64/05012009/1,1170.68,2.0,1,0.0,1170.68,0.0,2.0,0,1,0.0,0.0,,
R401,64/05013020/1,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,64/05401036/32,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,64/07001510/2,15084.61,1.0,1,0.0,15084.61,0.0,1.0,0,1,0.0,15097.54,,
R401,64/07004273/1,1694.68,2.0,1,0.0,1694.68,0.0,2.0,0,1,4.0,778.44,,
R401,64/07004274/1,5738.45,5.0,3,1147.37,4591.08,1.0,4.0,1,2,0.0,2485.9,,
R401,64/07004274/4,2396.62,2.0,1,0.0,2396.62,0.0,2.0,0,1,0.0,0.0,,
R401,64/07004274/5,2760.51,3.0,1,0.0,2760.51,0.0,3.0,0,1,0.0,0.0,,
R401,64/07004276/36,2061.0,1.0,1,0.0,2061.0,0.0,1.0,0,1,0.0,0.0,,
R401,64/07004276/4,12091.14,5.0,2,0.0,12091.14,0.0,5.0,0,2,1.0,0.0,,
R401,64/07004277/1,4989.94,2.0,1,0.0,4989.94,0.0,2.0,0,1,0.0,0.0,,
R401,64/07004279/2,19339.8,11.0,2,0.0,19339.8,0.0,11.0,0,2,0.0,0.0,,
R401,64/07004280/3,3420.33,1.0,1,0.0,3420.33,0.0,1.0,0,1,0.0,0.0,,
R401,64/07004297/24,3030.09,1.0,1,0.0,3030.09,0.0,1.0,0,1,0.0,0.0,,
R401,64/07010024/41,43.16,2.0,1,0.0,43.16,0.0,2.0,0,1,0.0,0.0,,
R401,64/07010073/2,66.4,8.0,1,0.0,66.4,0.0,8.0,0,1,0.0,0.0,,
R401,64/07010073/3,96.33,8.0,1,0.0,96.33,0.0,8.0,0,1,22.0,0.0,,
R401,64/07010075/132,175.25,25.0,1,0.0,175.25,0.0,25.0,0,1,0.0,0.0,,
R401,64/07010075/22,496.09,23.0,3,0.0,496.09,1.0,22.0,1,2,18.0,0.0,,
R401,64/07010075/23,458.08,12.0,1,0.0,458.08,0.0,12.0,0,1,0.0,0.0,,
R401,64/07010075/24,26.98,4.0,1,0.0,26.98,0.0,4.0,0,1,13.0,0.0,,
R401,64/07010075/64,192.86,4.0,1,0.0,192.86,0.0,4.0,0,1,3.0,0.0,,
R401,64/07010103/92,144.5,25.0,1,0.0,144.5,0.0,25.0,0,1,0.0,0.0,,
R401,64/07010121/3,349.7,9.0,3,0.0,349.7,0.0,9.0,0,3,0.0,274.06,,
R401,64/07010125/1,707.0,50.0,1,0.0,707.0,0.0,50.0,0,1,0.0,0.0,,
R401,64/07010142/4,11.9,18.0,2,0.0,11.9,0.0,18.0,0,2,21.0,0.0,,
R401,64/07010222/2,10.94,8.0,1,0.0,10.94,0.0,8.0,0,1,0.0,0.0,,
R401,64/07010222/3,21.38,14.0,1,0.0,21.38,0.0,14.0,0,1,5.0,0.0,,
R401,64/070104450301,0.0,10.0,1,0.0,0.0,10.0,0.0,1,0,0.0,0.0,,
R401,64/07016038/00,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,64/07033001/6,600.18,2.0,1,0.0,600.18,0.0,2.0,0,1,0.0,0.0,,
R401,64/07211009/4,1106.24,20.0,4,0.0,1106.24,2.0,18.0,1,3,38.0,0.0,,
R401,64/07226003/1,724.26,6.0,1,0.0,724.26,0.0,6.0,0,1,0.0,0.0,,
R401,64/07226003/14,109.42,14.0,2,0.0,109.42,0.0,14.0,0,2,0.0,0.0,,
R401,64/07226003/15,290.32,13.0,4,0.0,290.32,0.0,13.0,0,4,0.0,47.62,,
R401,64/07226003/16,616.78,24.0,7,0.0,616.78,0.0,24.0,0,7,0.0,59.92,,
R401,64/07226003/2,750.64,6.0,1,0.0,750.64,0.0,6.0,0,1,0.0,0.0,,
R401,64/07226003/3,4095.33,16.0,1,0.0,4095.33,0.0,16.0,0,1,0.0,0.0,,
R401,64/09001062/67,1373.94,6.0,1,0.0,1373.94,0.0,6.0,0,1,0.0,0.0,,
R401,64/09001062/68,570.21,3.0,1,0.0,570.21,0.0,3.0,0,1,0.0,0.0,,
R401,64/09001062/71,1174.44,6.0,1,0.0,1174.44,0.0,6.0,0,1,0.0,0.0,,
R401,64/09001191/7,10856.44,3.0,2,0.0,10856.44,0.0,3.0,0,2,0.0,10862.79,,
R401,64/09001204/12,14350.76,4.0,1,0.0,14350.76,0.0,4.0,0,1,0.0,0.0,,
R401,64/09001204/22,5364.02,2.0,1,0.0,5364.02,0.0,2.0,0,1,0.0,0.0,,
R401,64/09001204/27,2181.7,5.0,1,0.0,2181.7,0.0,5.0,0,1,0.0,0.0,,
R401,64/09001204/4,10648.47,3.0,1,0.0,10648.47,0.0,3.0,0,1,0.0,0.0,,
R401,64/09001204/6,1886.55,3.0,1,0.0,1886.55,0.0,3.0,0,1,0.0,0.0,,
R401,64/09001204/7,2662.98,3.0,1,0.0,2662.98,0.0,3.0,0,1,0.0,0.0,,
R401,64/09001204/9,4257.92,2.0,1,0.0,4257.92,0.0,2.0,0,1,0.0,0.0,,
R401,64/09001208/3,3060.68,1.0,1,0.0,3060.68,0.0,1.0,0,1,4.0,0.0,,
R401,64/51001096,2616.96,4.0,1,0.0,2616.96,0.0,4.0,0,1,0.0,1167.86,,
R401,64/51001208/3,24749.34,7.0,3,0.0,24749.34,0.0,7.0,0,3,0.0,16984.74,,
R401,64/51004015/1,6175.4,24.0,4,0.0,6175.4,0.0,24.0,0,4,0.0,4540.55,,
R401,64/51004015/4,1728.38,8.0,1,0.0,1728.38,0.0,8.0,0,1,0.0,0.0,,
R401,64/51004015/6,5881.64,10.0,2,0.0,5881.64,0.0,10.0,0,2,1.0,4691.12,,
R401,64/51004015/7,616.23,3.0,1,0.0,616.23,0.0,3.0,0,1,1.0,0.0,,
R401,64/51004015/9,10972.51,55.0,4,0.0,10972.51,0.0,55.0,0,4,0.0,4750.23,,
R401,64/51004019/2,2606.05,1.0,1,0.0,2606.05,0.0,1.0,0,1,0.0,0.0,,
R401,64/51004021/1,691.0,2.0,1,0.0,691.0,0.0,2.0,0,1,0.0,0.0,,
R401,64/51004023/1,1908.0,2.0,1,0.0,1908.0,0.0,2.0,0,1,0.0,0.0,,
R401,64/51004023/2,2729.41,1.0,1,0.0,2729.41,0.0,1.0,0,1,0.0,2552.68,,
R401,64/51009008/2,50416.7,7.0,3,0.0,50416.7,0.0,7.0,0,3,1.0,0.0,,
R401,64/51009011/1,2553.3,2.0,1,0.0,2553.3,0.0,2.0,0,1,4.0,0.0,,
R401,64/51014002/8,13211.82,2.0,1,0.0,13211.82,0.0,2.0,0,1,0.0,0.0,,
R401,64/51014003/2,9291.96,3.0,1,0.0,9291.96,0.0,3.0,0,1,0.0,0.0,,
R401,64/51031004/10,3001.72,1.0,1,0.0,3001.72,0.0,1.0,0,1,0.0,0.0,,
R401,64/51031004/5,6421.96,2.0,1,0.0,6421.96,0.0,2.0,0,1,0.0,0.0,,
R401,64/51031004/6,13952.9,2.0,1,0.0,13952.9,0.0,2.0,0,1,0.0,0.0,,
R401,64/51031004/7,4737.76,1.0,1,0.0,4737.76,0.0,1.0,0,1,0.0,0.0,,
R401,64/52004053/036,8400.15,1.0,1,0.0,8400.15,0.0,1.0,0,1,0.0,0.0,,
R401,64/52004053/142,179.34,2.0,1,0.0,179.34,0.0,2.0,0,1,0.0,179.34,,
R401,64/60001057/3,700.43,1.0,1,0.0,700.43,0.0,1.0,0,1,0.0,701.03,,
R401,64/60001108/5,526.47,1.0,1,0.0,526.47,0.0,1.0,0,1,0.0,0.0,,
R401,64/600011081028,615.78,1.0,1,0.0,615.78,0.0,1.0,0,1,0.0,688.19,,
R401,64/60001118/2,2654.16,6.0,1,0.0,2654.16,0.0,6.0,0,1,0.0,2379.56,,
R401,64/60001118/7,3596.34,6.0,1,0.0,3596.34,0.0,6.0,0,1,0.0,3224.26,,
R401,64/60001120/1,527.4,2.0,1,0.0,527.4,0.0,2.0,0,1,8.0,0.0,,
R401,64/60006026/4,1779.9,1.0,1,0.0,1779.9,0.0,1.0,0,1,0.0,0.0,,
R401,64/60009025/1,0.0,5.0,3,0.0,0.0,5.0,0.0,2,1,9.0,0.0,,
R401,64/60009030/1,7505.48,25.0,4,0.0,7505.48,0.0,25.0,0,4,0.0,3143.94,,
R401,64/60020020/2,2630.3,2.0,1,0.0,2630.3,0.0,2.0,0,1,0.0,0.0,,
R401,64/60020020/3,241.76,2.0,1,0.0,241.76,0.0,2.0,0,1,0.0,0.0,,
R401,64/60020028/14,89.65,1.0,1,0.0,89.65,0.0,1.0,0,1,0.0,0.0,,
R401,64/60020028/15,136.68,1.0,1,0.0,136.68,0.0,1.0,0,1,0.0,0.0,,
R401,64/60020030/1,311.16,1.0,1,0.0,311.16,0.0,1.0,0,1,0.0,311.16,,
R401,64/60020041/2,235.09,1.0,1,0.0,235.09,0.0,1.0,0,1,0.0,0.0,,
R401,64/60020041/8,2932.78,2.0,1,0.0,2932.78,0.0,2.0,0,1,0.0,0.0,,
R401,64/60020090/1,4322.54,1.0,1,0.0,4322.54,0.0,1.0,0,1,0.0,0.0,,
R401,64/60030022/3,778.77,3.0,1,0.0,778.77,0.0,3.0,0,1,0.0,778.77,,
R401,64/60030022/5,4317.5,10.0,1,0.0,4317.5,0.0,10.0,0,1,0.0,0.0,,
R401,64/60030022/6,5060.46,8.0,2,0.0,5060.46,0.0,8.0,0,2,0.0,3320.46,,
R401,64/60030042/12,1014.18,2.0,1,0.0,1014.18,0.0,2.0,0,1,0.0,1014.18,,
R401,64/60030070/1,2206.0,2.0,3,0.0,2206.0,0.0,2.0,0,3,0.0,0.0,,
R401,64/60030079/2,2758.27,8.0,1,0.0,2758.27,0.0,8.0,0,1,10.0,0.0,,
R401,64/60040050/3,4986.19,1.0,1,0.0,4986.19,0.0,1.0,0,1,0.0,0.0,,
R401,64/60040061/1,6866.43,3.0,1,0.0,6866.43,0.0,3.0,0,1,0.0,0.0,,
R401,64/60040089/2,174.52,1.0,1,0.0,174.52,0.0,1.0,0,1,0.0,0.0,,
R401,64/60040178/1,1325.08,2.0,1,0.0,1325.08,0.0,2.0,0,1,0.0,1325.08,,
R401,64/60040193/1,15183.6,9.0,2,0.0,15183.6,0.0,9.0,0,2,0.0,7034.7,,
R401,64/60040193/3,3211.0,10.0,1,0.0,3211.0,0.0,10.0,0,1,0.0,3556.04,,
R401,64/60040193/4,53395.88,41.0,2,0.0,53395.88,0.0,41.0,0,2,0.0,21253.07,,
R401,64/60040197/2,9558.92,4.0,1,0.0,9558.92,0.0,4.0,0,1,0.0,0.0,,
R401,64/60040226/10,3569.57,1.0,1,0.0,3569.57,0.0,1.0,0,1,0.0,0.0,,
R401,64/60040226/2,4395.0,1.0,1,0.0,4395.0,0.0,1.0,0,1,0.0,0.0,,
R401,64/60040276/1,103258.77,55.0,7,0.0,103258.77,0.0,55.0,0,7,1.0,10775.52,,
R401,64/60050015/2,19382.85,5.0,1,0.0,19382.85,0.0,5.0,0,1,0.0,0.0,,
R401,64/60050015/3,16610.9,2.0,1,0.0,16610.9,0.0,2.0,0,1,0.0,0.0,,
R401,64/60050031/1,5521.8,2.0,1,0.0,5521.8,0.0,2.0,0,1,0.0,0.0,,
R401,64/60050043/1,2065.57,1.0,1,0.0,2065.57,0.0,1.0,0,1,0.0,0.0,,
R401,64/60050048/30,2162.71,3.0,2,0.0,2162.71,0.0,3.0,0,2,0.0,1299.49,,
R401,64/60050060/12,4442.0,2.0,1,4442.0,0.0,2.0,0.0,1,0,0.0,0.0,,
R401,64/60050077/2,50307.62,3.0,1,0.0,50307.62,0.0,3.0,0,1,0.0,0.0,,
R401,64/60070056/2,190.5,1.0,1,0.0,190.5,0.0,1.0,0,1,0.0,0.0,,
R401,64/60070109/1,2522.05,2.0,1,0.0,2522.05,0.0,2.0,0,1,0.0,1080.0,,
R401,64/60070109/6,10104.44,4.0,2,2502.44,7602.0,1.0,3.0,1,1,0.0,2839.92,,
R401,64/60070109/8,1665.26,1.0,1,0.0,1665.26,0.0,1.0,0,1,0.0,1749.0,,
R401,64/60070112/1,1150.14,1.0,1,0.0,1150.14,0.0,1.0,0,1,0.0,0.0,,
R401,64/60070117/1,23443.48,4.0,1,0.0,23443.48,0.0,4.0,0,1,0.0,11721.74,,
R401,64/60070130/1,58051.56,12.0,1,0.0,58051.56,0.0,12.0,0,1,0.0,0.0,,
R401,64/60070132/1,4087.5,6.0,1,0.0,4087.5,0.0,6.0,0,1,1.0,0.0,,
R401,64/60070134/1,12421.18,1.0,1,0.0,12421.18,0.0,1.0,0,1,0.0,0.0,,
R401,64/60070135/1,22230.03,1.0,1,0.0,22230.03,0.0,1.0,0,1,0.0,0.0,,
R401,64/60070137/1,15895.28,1.0,1,0.0,15895.28,0.0,1.0,0,1,0.0,0.0,,
R401,64/60093008/1,375.13,1.0,1,0.0,375.13,0.0,1.0,0,1,0.0,0.0,,
R401,64/60093008/3,221.0,1.0,1,0.0,221.0,0.0,1.0,0,1,0.0,0.0,,
R401,64/60096019/1,1558.67,1.0,1,0.0,1558.67,0.0,1.0,0,1,0.0,0.0,,
R401,64/62001015/7,9745.0,1.0,1,0.0,9745.0,0.0,1.0,0,1,0.0,0.0,,
R401,64/62001222/8,9756.4,2.0,1,0.0,9756.4,0.0,2.0,0,1,0.0,0.0,,
R401,64/62001241/1,0.0,1.0,1,0.0,0.0,0.0,1.0,0,1,0.0,0.0,,
R401,64/62001258/7,1442.36,2.0,1,0.0,1442.36,0.0,2.0,0,1,0.0,0.0,,
R401,64/62002108/7,490.14,2.0,1,0.0,490.14,0.0,2.0,0,1,0.0,0.0,,
R401,64/62002115/7,1635.64,1.0,1,0.0,1635.64,0.0,1.0,0,1,0.0,1635.64,,
R401,64/62002115/8,9039.4,6.0,3,0.0,9039.4,0.0,6.0,0,3,0.0,3479.26,,
R401,64/62002177/3,10756.88,1.0,1,0.0,10756.88,0.0,1.0,0,1,0.0,0.0,,
R401,64/62002178/5.,1825.69,1.0,1,0.0,1825.69,0.0,1.0,0,1,0.0,0.0,,
R401,731B0820P002,1101.08,4.0,1,0.0,1101.08,0.0,4.0,0,1,0.0,0.0,,
